model,prompt_index,method,n_tokens,is_correct,spearman,kendall_tau_b,top10_jaccard
LLaMA-3.2 1B,339,Temperature Scope,77,True,0.3807245386192754,0.26452494873547505,0.23076923076923078
LLaMA-3.2 1B,339,Semantic Scope,77,True,0.39902203060097796,0.27341079972658916,0.23076923076923078
LLaMA-3.2 1B,339,Input × Gradient,77,True,0.3267521951732478,0.22077922077922077,0.23076923076923078
LLaMA-3.2 1B,339,Fisher Scope (k=4),77,True,0.4509175035490825,0.30963773069036227,0.23076923076923078
LLaMA-3.2 1B,339,Integrated Gradients,77,True,0.23631631526368363,0.15857826384142173,0.23076923076923078
LLaMA-3.2 1B,339,Random,77,True,0.051869183448130816,0.028708133971291863,0.06666666666666667
LLaMA-3.2 1B,340,Temperature Scope,77,True,0.2872127872127872,0.2071086807928913,0.45454545454545453
LLaMA-3.2 1B,340,Semantic Scope,77,True,0.3210736631789263,0.22146274777853722,0.45454545454545453
LLaMA-3.2 1B,340,Input × Gradient,77,True,0.3265418791734581,0.2351332877648667,0.45454545454545453
LLaMA-3.2 1B,340,Fisher Scope (k=4),77,True,0.3882433356117566,0.2795625427204374,0.45454545454545453
LLaMA-3.2 1B,340,Integrated Gradients,77,True,0.27051895472948106,0.18181818181818182,0.3333333333333333
LLaMA-3.2 1B,340,Random,77,True,0.029654555970345442,0.016404647983595352,0.06666666666666667
LLaMA-3.2 1B,341,Temperature Scope,74,True,0.5060792299148462,0.36393928174750095,0.06666666666666667
LLaMA-3.2 1B,341,Semantic Scope,74,True,0.6187189929655682,0.45871899296556834,0.14285714285714285
LLaMA-3.2 1B,341,Input × Gradient,74,True,0.5788818955942242,0.42243613476490194,0.14285714285714285
LLaMA-3.2 1B,341,Fisher Scope (k=4),74,True,0.6427693446871527,0.46982599037393563,0.14285714285714285
LLaMA-3.2 1B,341,Integrated Gradients,74,True,0.39666790077748976,0.27582376897445393,0.14285714285714285
LLaMA-3.2 1B,341,Random,74,True,-0.1444057756386523,-0.09440947797112181,0.0
LLaMA-3.2 1B,342,Temperature Scope,69,True,0.5924369747899161,0.4313725490196078,0.5555555555555556
LLaMA-3.2 1B,342,Semantic Scope,69,True,0.54702228717574,0.39812446717817557,0.5555555555555556
LLaMA-3.2 1B,342,Input × Gradient,69,True,0.5842528315674097,0.4194373401534527,0.5555555555555556
LLaMA-3.2 1B,342,Fisher Scope (k=4),69,True,0.5164778955060285,0.3734015345268542,0.5555555555555556
LLaMA-3.2 1B,342,Integrated Gradients,69,True,0.5484106686152722,0.38618925831202044,0.4
LLaMA-3.2 1B,342,Random,69,True,-0.07742053343076362,-0.04518329070758738,0.0
LLaMA-3.2 1B,343,Temperature Scope,84,True,0.2719246734838514,0.18531267928858294,0.2
LLaMA-3.2 1B,343,Semantic Scope,84,True,0.3933785562417738,0.28456683878370626,0.6363636363636364
LLaMA-3.2 1B,343,Input × Gradient,84,True,0.3572339779285208,0.2713711990820425,0.38461538461538464
LLaMA-3.2 1B,343,Fisher Scope (k=4),84,True,0.3669940265262732,0.26506024096385544,0.5
LLaMA-3.2 1B,343,Integrated Gradients,84,True,0.12493672167662245,0.07515777395295467,0.2857142857142857
LLaMA-3.2 1B,343,Random,84,True,0.05513819985825656,0.041881812966150324,0.0
LLaMA-3.2 1B,344,Temperature Scope,82,True,0.665175607579369,0.5013550135501356,0.6363636363636364
LLaMA-3.2 1B,344,Semantic Scope,82,True,0.7461499112983098,0.5676001204456489,0.6363636363636364
LLaMA-3.2 1B,344,Input × Gradient,82,True,0.6833512913442389,0.5049683830171635,0.5
LLaMA-3.2 1B,344,Fisher Scope (k=4),82,True,0.7357669159020908,0.5561577838000603,0.6363636363636364
LLaMA-3.2 1B,344,Integrated Gradients,82,True,0.10603933348570434,0.08220415537488708,0.5
LLaMA-3.2 1B,344,Random,82,True,0.14376204003003887,0.08401084010840108,0.0
LLaMA-3.2 1B,345,Temperature Scope,78,True,0.6711389875946837,0.48717948717948717,0.3333333333333333
LLaMA-3.2 1B,345,Semantic Scope,78,True,0.7548527421945141,0.5704295704295704,0.23076923076923078
LLaMA-3.2 1B,345,Input × Gradient,78,True,0.6721759253404822,0.5164835164835165,0.23076923076923078
LLaMA-3.2 1B,345,Fisher Scope (k=4),78,True,0.7558390976112495,0.5797535797535798,0.23076923076923078
LLaMA-3.2 1B,345,Integrated Gradients,78,True,0.054363358160826505,0.026307026307026308,0.3333333333333333
LLaMA-3.2 1B,345,Random,78,True,0.10552738400839666,0.0715950715950716,0.06666666666666667
LLaMA-3.2 1B,346,Temperature Scope,68,True,0.19582394930717256,0.12291483757682176,0.2727272727272727
LLaMA-3.2 1B,346,Semantic Scope,68,True,0.3613390846280108,0.24758560140474098,0.4
LLaMA-3.2 1B,346,Input × Gradient,68,True,0.3732488452876283,0.2528533801580333,0.2727272727272727
LLaMA-3.2 1B,346,Fisher Scope (k=4),68,True,0.3685918234912394,0.2458296751536435,0.4
LLaMA-3.2 1B,346,Integrated Gradients,68,True,0.31446348818567005,0.2151009657594381,0.4
LLaMA-3.2 1B,346,Random,68,True,-0.03672176203382067,-0.02809482001755926,0.07692307692307693
LLaMA-3.2 1B,347,Temperature Scope,72,True,0.5060775612579588,0.3536776212832551,0.3333333333333333
LLaMA-3.2 1B,347,Semantic Scope,72,True,0.6311659913820825,0.458528951486698,0.3333333333333333
LLaMA-3.2 1B,347,Input × Gradient,72,True,0.6499774905138594,0.4812206572769952,0.3333333333333333
LLaMA-3.2 1B,347,Fisher Scope (k=4),72,True,0.6751881149913179,0.49921752738654146,0.3333333333333333
LLaMA-3.2 1B,347,Integrated Gradients,72,True,0.4307672519133064,0.31533646322378717,0.45454545454545453
LLaMA-3.2 1B,347,Random,72,True,-0.18030098398610844,-0.12128325508607199,0.0
LLaMA-3.2 1B,348,Temperature Scope,71,False,0.6360831656606305,0.4527162977867204,0.45454545454545453
LLaMA-3.2 1B,348,Semantic Scope,71,False,0.6814553990610329,0.4832997987927566,0.3333333333333333
LLaMA-3.2 1B,348,Input × Gradient,71,False,0.6793762575452716,0.48812877263581494,0.45454545454545453
LLaMA-3.2 1B,348,Fisher Scope (k=4),71,False,0.7239771965124077,0.5501006036217304,0.45454545454545453
LLaMA-3.2 1B,348,Integrated Gradients,71,False,0.5157612340710931,0.379476861167002,0.23076923076923078
LLaMA-3.2 1B,348,Random,71,False,0.09339369550637155,0.07686116700201208,0.23076923076923078
LLaMA-3.2 1B,349,Temperature Scope,64,True,0.5380494505494505,0.376984126984127,0.4
LLaMA-3.2 1B,349,Semantic Scope,64,True,0.5047619047619047,0.36011904761904756,0.2727272727272727
LLaMA-3.2 1B,349,Input × Gradient,64,True,0.5711538461538461,0.42063492063492064,0.2727272727272727
LLaMA-3.2 1B,349,Fisher Scope (k=4),64,True,0.6036630036630036,0.44246031746031744,0.4
LLaMA-3.2 1B,349,Integrated Gradients,64,True,0.28456959706959706,0.1954365079365079,0.07692307692307693
LLaMA-3.2 1B,349,Random,64,True,-0.3356684981684981,-0.22817460317460317,0.0
LLaMA-3.2 1B,350,Temperature Scope,64,True,0.6565476190476189,0.49603174603174605,0.75
LLaMA-3.2 1B,350,Semantic Scope,64,True,0.49807692307692303,0.35317460317460314,0.2727272727272727
LLaMA-3.2 1B,350,Input × Gradient,64,True,0.6074175824175824,0.4305555555555555,0.2727272727272727
LLaMA-3.2 1B,350,Fisher Scope (k=4),64,True,0.623580586080586,0.4613095238095237,0.4
LLaMA-3.2 1B,350,Integrated Gradients,64,True,0.5701007326007326,0.38492063492063494,0.4
LLaMA-3.2 1B,350,Random,64,True,-0.20998168498168493,-0.1488095238095238,0.07692307692307693
LLaMA-3.2 1B,351,Temperature Scope,82,True,0.5494171809187972,0.38693164709424877,0.2857142857142857
LLaMA-3.2 1B,351,Semantic Scope,82,True,0.6495466962701756,0.48087925323697683,0.5
LLaMA-3.2 1B,351,Input × Gradient,82,True,0.6495684635561215,0.4784703402589581,0.5
LLaMA-3.2 1B,351,Fisher Scope (k=4),82,True,0.6425158629096331,0.47726588376994883,0.6363636363636364
LLaMA-3.2 1B,351,Integrated Gradients,82,True,0.34552301346306635,0.24119241192411925,0.2
LLaMA-3.2 1B,351,Random,82,True,-0.10923912451975924,-0.07497741644083107,0.0
LLaMA-3.2 1B,352,Temperature Scope,79,True,0.4666260954235638,0.3326841934436871,0.14285714285714285
LLaMA-3.2 1B,352,Semantic Scope,79,True,0.3925998052580331,0.26452450503083413,0.14285714285714285
LLaMA-3.2 1B,352,Input × Gradient,79,True,0.3628773125608569,0.24959428756897112,0.14285714285714285
LLaMA-3.2 1B,352,Fisher Scope (k=4),79,True,0.43588120740019476,0.29698149951314506,0.14285714285714285
LLaMA-3.2 1B,352,Integrated Gradients,79,True,0.212682570593963,0.15092502434274588,0.23076923076923078
LLaMA-3.2 1B,352,Random,79,True,-0.04883154819863681,-0.029535864978902954,0.0
LLaMA-3.2 1B,353,Temperature Scope,62,False,0.6048953690413236,0.4214701216287679,0.4
LLaMA-3.2 1B,353,Semantic Scope,62,False,0.5813250736571731,0.41406663141195144,0.4
LLaMA-3.2 1B,353,Input × Gradient,62,False,0.5541285789831533,0.3950290851401375,0.4
LLaMA-3.2 1B,353,Fisher Scope (k=4),62,False,0.651532321019365,0.46906398730830257,0.5555555555555556
LLaMA-3.2 1B,353,Integrated Gradients,62,False,0.4339603636272066,0.29349550502379695,0.2727272727272727
LLaMA-3.2 1B,353,Random,62,False,-0.09445745511319283,-0.05658381808566896,0.0
LLaMA-3.2 1B,354,Temperature Scope,75,True,0.600682788051209,0.4255855855855857,0.3333333333333333
LLaMA-3.2 1B,354,Semantic Scope,75,True,0.4314935988620199,0.30234234234234236,0.23076923076923078
LLaMA-3.2 1B,354,Input × Gradient,75,True,0.4635277382645803,0.3261261261261261,0.23076923076923078
LLaMA-3.2 1B,354,Fisher Scope (k=4),75,True,0.4475391180654338,0.3181981981981982,0.23076923076923078
LLaMA-3.2 1B,354,Integrated Gradients,75,True,0.30025604551920343,0.2064864864864865,0.14285714285714285
LLaMA-3.2 1B,354,Random,75,True,0.13274537695590327,0.08972972972972973,0.14285714285714285
LLaMA-3.2 1B,355,Temperature Scope,66,False,0.7799812128170339,0.600932400932401,0.5555555555555556
LLaMA-3.2 1B,355,Semantic Scope,66,False,0.7990606408516857,0.6121212121212121,0.5555555555555556
LLaMA-3.2 1B,355,Input × Gradient,66,False,0.8367602546707027,0.6428904428904428,0.5555555555555556
LLaMA-3.2 1B,355,Fisher Scope (k=4),66,False,0.8018578436488886,0.6233100233100233,0.75
LLaMA-3.2 1B,355,Integrated Gradients,66,False,-0.18401001983091536,-0.10675990675990676,0.0
LLaMA-3.2 1B,355,Random,66,False,0.20789061684584076,0.1533799533799534,0.0
LLaMA-3.2 1B,356,Temperature Scope,73,False,0.5536529680365297,0.39345509893455105,0.3333333333333333
LLaMA-3.2 1B,356,Semantic Scope,73,False,0.4361039121313095,0.31354642313546427,0.14285714285714285
LLaMA-3.2 1B,356,Input × Gradient,73,False,0.41728372207824266,0.2975646879756469,0.06666666666666667
LLaMA-3.2 1B,356,Fisher Scope (k=4),73,False,0.6518881895594225,0.47260273972602745,0.3333333333333333
LLaMA-3.2 1B,356,Integrated Gradients,73,False,0.355393064297174,0.2732115677321157,0.45454545454545453
LLaMA-3.2 1B,356,Random,73,False,-0.03452425027767494,-0.017503805175038054,0.0
LLaMA-3.2 1B,357,Temperature Scope,69,True,0.5635001826817684,0.38959931798806474,0.2727272727272727
LLaMA-3.2 1B,357,Semantic Scope,69,True,0.5740957252466204,0.39471440750213127,0.2727272727272727
LLaMA-3.2 1B,357,Input × Gradient,69,True,0.5436244062842529,0.3674339300937766,0.16666666666666666
LLaMA-3.2 1B,357,Fisher Scope (k=4),69,True,0.5982462550237487,0.41432225063938616,0.16666666666666666
LLaMA-3.2 1B,357,Integrated Gradients,69,True,0.44303982462550234,0.30434782608695654,0.2727272727272727
LLaMA-3.2 1B,357,Random,69,True,-0.16993058092802338,-0.10059676044330776,0.07692307692307693
LLaMA-3.2 1B,358,Temperature Scope,74,True,0.48096260644205846,0.33580155497963715,0.6
LLaMA-3.2 1B,358,Semantic Scope,74,True,0.48768604220659006,0.3313587560162903,0.3333333333333333
LLaMA-3.2 1B,358,Input × Gradient,74,True,0.5172454646427248,0.36393928174750095,0.23076923076923078
LLaMA-3.2 1B,358,Fisher Scope (k=4),74,True,0.580244353942984,0.4091077378748612,0.3333333333333333
LLaMA-3.2 1B,358,Integrated Gradients,74,True,0.36310995927434275,0.256571640133284,0.3333333333333333
LLaMA-3.2 1B,358,Random,74,True,-0.21848204368752308,-0.14698259903739355,0.06666666666666667
LLaMA-3.2 1B,359,Temperature Scope,102,True,0.49573369672775386,0.3620656183265385,0.375
LLaMA-3.2 1B,359,Semantic Scope,102,True,0.5160898157205783,0.3737138419724325,0.4666666666666667
LLaMA-3.2 1B,359,Input × Gradient,102,True,0.5735166891903354,0.4183653659483595,0.375
LLaMA-3.2 1B,359,Fisher Scope (k=4),102,True,0.5772938801590038,0.4249660260143661,0.375
LLaMA-3.2 1B,359,Integrated Gradients,102,True,0.3063878632294983,0.2176276451174529,0.375
LLaMA-3.2 1B,359,Random,102,True,0.12873548919712074,0.0856144437973209,0.1
LLaMA-3.2 1B,360,Temperature Scope,87,False,0.544853101990231,0.39641807003475005,0.38461538461538464
LLaMA-3.2 1B,360,Semantic Scope,87,False,0.521688415834366,0.371825715049452,0.38461538461538464
LLaMA-3.2 1B,360,Input × Gradient,87,False,0.4122621564482029,0.28521785618818496,0.2857142857142857
LLaMA-3.2 1B,360,Fisher Scope (k=4),87,False,0.6953962236640665,0.5151029136594494,0.8
LLaMA-3.2 1B,360,Integrated Gradients,87,False,0.4187869067580374,0.2889601710772521,0.38461538461538464
LLaMA-3.2 1B,360,Random,87,False,0.11646132536268863,0.07832130446404703,0.125
LLaMA-3.2 1B,361,Temperature Scope,69,True,0.5948483741322618,0.42966751918158563,0.2727272727272727
LLaMA-3.2 1B,361,Semantic Scope,69,True,0.529156010230179,0.38533674339300933,0.4
LLaMA-3.2 1B,361,Input × Gradient,69,True,0.5383997077091707,0.3887468030690537,0.5555555555555556
LLaMA-3.2 1B,361,Fisher Scope (k=4),69,True,0.690902447935696,0.5157715260017051,0.5555555555555556
LLaMA-3.2 1B,361,Integrated Gradients,69,True,0.4732188527584948,0.351236146632566,0.75
LLaMA-3.2 1B,361,Random,69,True,-0.06656923639020827,-0.042625745950554135,0.0
LLaMA-3.2 1B,362,Temperature Scope,80,True,0.3604313173933427,0.2525316455696202,0.6
LLaMA-3.2 1B,362,Semantic Scope,80,True,0.3821847163619316,0.2772151898734177,0.45454545454545453
LLaMA-3.2 1B,362,Input × Gradient,80,True,0.36298640412564465,0.2645569620253164,0.23076923076923078
LLaMA-3.2 1B,362,Fisher Scope (k=4),80,True,0.3781997187060478,0.27594936708860757,0.3333333333333333
LLaMA-3.2 1B,362,Integrated Gradients,80,True,0.26697140178152834,0.18227848101265823,0.45454545454545453
LLaMA-3.2 1B,362,Random,80,True,-0.1739099859353024,-0.1170886075949367,0.0
LLaMA-3.2 1B,363,Temperature Scope,69,True,0.7559736938253563,0.5583972719522592,0.2727272727272727
LLaMA-3.2 1B,363,Semantic Scope,69,True,0.8054804530507856,0.6044330775788576,0.4
LLaMA-3.2 1B,363,Input × Gradient,69,True,0.7199123127511875,0.5225916453537937,0.16666666666666666
LLaMA-3.2 1B,363,Fisher Scope (k=4),69,True,0.7778589696748265,0.5933503836317136,0.4
LLaMA-3.2 1B,363,Integrated Gradients,69,True,0.4770186335403727,0.329923273657289,0.2727272727272727
LLaMA-3.2 1B,363,Random,69,True,0.20471318962367557,0.13469735720375106,0.07692307692307693
LLaMA-3.2 1B,364,Temperature Scope,74,True,0.6171492039985189,0.46982599037393563,0.45454545454545453
LLaMA-3.2 1B,364,Semantic Scope,74,True,0.5800370233246944,0.4135505368382081,0.45454545454545453
LLaMA-3.2 1B,364,Input × Gradient,74,True,0.5753572750833024,0.40540540540540543,0.45454545454545453
LLaMA-3.2 1B,364,Fisher Scope (k=4),74,True,0.6183339503887447,0.4483524620510922,0.6
LLaMA-3.2 1B,364,Integrated Gradients,74,True,0.2759422436134764,0.18548685671973345,0.3333333333333333
LLaMA-3.2 1B,364,Random,74,True,-0.22917437985931136,-0.1506849315068493,0.06666666666666667
LLaMA-3.2 1B,365,Temperature Scope,73,True,0.45834875971862277,0.3181126331811263,0.23076923076923078
LLaMA-3.2 1B,365,Semantic Scope,73,True,0.3850425768233988,0.2656012176560122,0.23076923076923078
LLaMA-3.2 1B,365,Input × Gradient,73,True,0.3892385536221153,0.2724505327245053,0.23076923076923078
LLaMA-3.2 1B,365,Fisher Scope (k=4),73,True,0.4410403554239171,0.3066971080669711,0.23076923076923078
LLaMA-3.2 1B,365,Integrated Gradients,73,True,0.3250339380476367,0.22526636225266364,0.23076923076923078
LLaMA-3.2 1B,365,Random,73,True,-0.04544613106256942,-0.030441400304414005,0.06666666666666667
LLaMA-3.2 1B,366,Temperature Scope,71,False,0.6458752515090542,0.46881287726358156,0.3333333333333333
LLaMA-3.2 1B,366,Semantic Scope,71,False,0.6426894701542588,0.46800804828973847,0.3333333333333333
LLaMA-3.2 1B,366,Input × Gradient,71,False,0.6632126089872568,0.4905432595573441,0.3333333333333333
LLaMA-3.2 1B,366,Fisher Scope (k=4),71,False,0.7024815560026827,0.5275653923541248,0.45454545454545453
LLaMA-3.2 1B,366,Integrated Gradients,71,False,0.27749832327297114,0.19034205231388335,0.14285714285714285
LLaMA-3.2 1B,366,Random,71,False,-0.07327297116029509,-0.053521126760563385,0.0
LLaMA-3.2 1B,367,Temperature Scope,90,False,0.4674568876816067,0.32584269662921345,0.2857142857142857
LLaMA-3.2 1B,367,Semantic Scope,90,False,0.5550561797752809,0.38926342072409487,0.2857142857142857
LLaMA-3.2 1B,367,Input × Gradient,90,False,0.34709634934354033,0.23845193508114854,0.2
LLaMA-3.2 1B,367,Fisher Scope (k=4),90,False,0.5884759435321233,0.4177278401997503,0.5
LLaMA-3.2 1B,367,Integrated Gradients,90,False,0.0972383421821624,0.07515605493133583,0.2
LLaMA-3.2 1B,367,Random,90,False,-0.07310367535086636,-0.048189762796504367,0.058823529411764705
LLaMA-3.2 1B,368,Temperature Scope,92,True,0.6319066627622026,0.4491161012900143,0.42857142857142855
LLaMA-3.2 1B,368,Semantic Scope,92,True,0.6208251776274217,0.431438127090301,0.42857142857142855
LLaMA-3.2 1B,368,Input × Gradient,92,True,0.6547169520521554,0.46010511227902534,0.42857142857142855
LLaMA-3.2 1B,368,Fisher Scope (k=4),92,True,0.644729744308987,0.45341614906832295,0.3333333333333333
LLaMA-3.2 1B,368,Integrated Gradients,92,True,0.33959588798298473,0.25179168657429524,0.1111111111111111
LLaMA-3.2 1B,368,Random,92,True,0.06930937225467379,0.047778308647873864,0.05263157894736842
LLaMA-3.2 1B,369,Temperature Scope,74,True,0.5641318030359125,0.40614587189929663,0.6
LLaMA-3.2 1B,369,Semantic Scope,74,True,0.5518104405775638,0.4017030729359497,0.6
LLaMA-3.2 1B,369,Input × Gradient,74,True,0.5562236208811551,0.39800074046649386,0.45454545454545453
LLaMA-3.2 1B,369,Fisher Scope (k=4),74,True,0.5668863383931876,0.417993335801555,0.6
LLaMA-3.2 1B,369,Integrated Gradients,74,True,0.2591188448722695,0.1803035912624954,0.3333333333333333
LLaMA-3.2 1B,369,Random,74,True,-0.042695298037763785,-0.03295075897815624,0.06666666666666667
LLaMA-3.2 1B,370,Temperature Scope,84,False,0.5851169383416017,0.4211130235226621,0.5
LLaMA-3.2 1B,370,Semantic Scope,84,False,0.69974688670649,0.5197934595524958,0.5
LLaMA-3.2 1B,370,Input × Gradient,84,False,0.6626708514731193,0.4882386689615606,0.6363636363636364
LLaMA-3.2 1B,370,Fisher Scope (k=4),84,False,0.6604637035537106,0.4882386689615606,0.6363636363636364
LLaMA-3.2 1B,370,Integrated Gradients,84,False,0.30175154399109044,0.2076878944348824,0.2857142857142857
LLaMA-3.2 1B,370,Random,84,False,0.091343525361952,0.06540447504302926,0.058823529411764705
LLaMA-3.2 1B,371,Temperature Scope,70,True,0.49572215904120376,0.34244306418219467,0.5555555555555556
LLaMA-3.2 1B,371,Semantic Scope,70,True,0.6959496107077245,0.5138716356107661,0.5555555555555556
LLaMA-3.2 1B,371,Input × Gradient,70,True,0.7454290963170326,0.5577639751552795,0.5555555555555556
LLaMA-3.2 1B,371,Fisher Scope (k=4),70,True,0.7492782783658473,0.5619047619047619,0.5555555555555556
LLaMA-3.2 1B,371,Integrated Gradients,70,True,0.31837984428308985,0.21490683229813665,0.16666666666666666
LLaMA-3.2 1B,371,Random,70,True,0.1051351587787595,0.06501035196687371,0.16666666666666666
LLaMA-3.2 1B,372,Temperature Scope,101,False,0.4945602795573674,0.3615841584158416,0.4666666666666667
LLaMA-3.2 1B,372,Semantic Scope,101,False,0.5033663366336633,0.3576237623762377,0.375
LLaMA-3.2 1B,372,Input × Gradient,101,False,0.463622597553873,0.327920792079208,0.375
LLaMA-3.2 1B,372,Fisher Scope (k=4),101,False,0.5573791496796738,0.4091089108910892,0.29411764705882354
LLaMA-3.2 1B,372,Integrated Gradients,101,False,0.2323937099592312,0.15762376237623765,0.29411764705882354
LLaMA-3.2 1B,372,Random,101,False,0.10790914385556202,0.06970297029702972,0.047619047619047616
LLaMA-3.2 1B,373,Temperature Scope,92,False,0.13091256569517437,0.07978977544194936,0.42857142857142855
LLaMA-3.2 1B,373,Semantic Scope,92,False,0.1906354515050167,0.12565695174390826,0.42857142857142855
LLaMA-3.2 1B,373,Input × Gradient,92,False,0.17802814296502933,0.12326803631151456,0.3333333333333333
LLaMA-3.2 1B,373,Fisher Scope (k=4),92,False,0.24302205508376615,0.16865742952699472,0.42857142857142855
LLaMA-3.2 1B,373,Integrated Gradients,92,False,-0.23983169705469842,-0.1476349737219302,0.1111111111111111
LLaMA-3.2 1B,373,Random,92,False,-0.08815868563414145,-0.04395604395604396,0.05263157894736842
LLaMA-3.2 1B,374,Temperature Scope,77,True,0.5532888164467112,0.3978127136021873,0.45454545454545453
LLaMA-3.2 1B,374,Semantic Scope,77,True,0.5455334139544665,0.39576213260423787,0.45454545454545453
LLaMA-3.2 1B,374,Input × Gradient,77,True,0.49192912350807083,0.342447026657553,0.45454545454545453
LLaMA-3.2 1B,374,Fisher Scope (k=4),77,True,0.5508964719491035,0.39302802460697195,0.45454545454545453
LLaMA-3.2 1B,374,Integrated Gradients,77,True,0.08467847941532151,0.06766917293233082,0.23076923076923078
LLaMA-3.2 1B,374,Random,77,True,-0.09911141490088857,-0.07382091592617908,0.0
LLaMA-3.2 1B,375,Temperature Scope,69,True,0.7063207891852394,0.5234441602728047,0.5555555555555556
LLaMA-3.2 1B,375,Semantic Scope,69,True,0.7062477164778955,0.5285592497868712,0.4
LLaMA-3.2 1B,375,Input × Gradient,69,True,0.7023383266350018,0.526001705029838,0.5555555555555556
LLaMA-3.2 1B,375,Fisher Scope (k=4),69,True,0.7484106686152724,0.5609548167092924,0.5555555555555556
LLaMA-3.2 1B,375,Integrated Gradients,69,True,0.2614541468761418,0.1670929241261722,0.16666666666666666
LLaMA-3.2 1B,375,Random,69,True,-0.280708805261235,-0.20034100596760443,0.07692307692307693
LLaMA-3.2 1B,376,Temperature Scope,69,True,0.7038363171355501,0.5302642796248934,0.4
LLaMA-3.2 1B,376,Semantic Scope,69,True,0.6941541834124955,0.5149190110826939,0.5555555555555556
LLaMA-3.2 1B,376,Input × Gradient,69,True,0.6779320423821704,0.5004262574595055,0.4
LLaMA-3.2 1B,376,Fisher Scope (k=4),69,True,0.7357325538911217,0.5549872122762148,0.5555555555555556
LLaMA-3.2 1B,376,Integrated Gradients,69,True,0.36382900986481553,0.2497868712702472,0.07692307692307693
LLaMA-3.2 1B,376,Random,69,True,0.017866276945560835,-0.0008525149190110827,0.07692307692307693
LLaMA-3.2 1B,377,Temperature Scope,79,True,0.3394595910418695,0.2392080493346316,0.23076923076923078
LLaMA-3.2 1B,377,Semantic Scope,79,True,0.5241966893865628,0.3638429081467056,0.23076923076923078
LLaMA-3.2 1B,377,Input × Gradient,79,True,0.5018013631937682,0.35670236936059724,0.3333333333333333
LLaMA-3.2 1B,377,Fisher Scope (k=4),79,True,0.5223709834469328,0.3696851671535216,0.23076923076923078
LLaMA-3.2 1B,377,Integrated Gradients,79,True,0.0494888023369036,0.031483284647841614,0.14285714285714285
LLaMA-3.2 1B,377,Random,79,True,0.0698636806231743,0.055501460564751706,0.14285714285714285
LLaMA-3.2 1B,378,Temperature Scope,93,True,0.20393303691325232,0.12996727442730246,0.3333333333333333
LLaMA-3.2 1B,378,Semantic Scope,93,True,0.5723642982901136,0.4020570359981299,0.5384615384615384
LLaMA-3.2 1B,378,Input × Gradient,93,True,0.5432842947091999,0.3922393641888733,0.42857142857142855
LLaMA-3.2 1B,378,Fisher Scope (k=4),93,True,0.5607114081943241,0.41234221598877974,0.5384615384615384
LLaMA-3.2 1B,378,Integrated Gradients,93,True,0.3038852913968547,0.21084618980832162,0.17647058823529413
LLaMA-3.2 1B,378,Random,93,True,0.08656858941839991,0.06171107994389901,0.05263157894736842
LLaMA-3.2 1B,379,Temperature Scope,70,True,0.6044440556381768,0.4360248447204969,0.5555555555555556
LLaMA-3.2 1B,379,Semantic Scope,70,True,0.6564080132971742,0.47494824016563153,0.5555555555555556
LLaMA-3.2 1B,379,Input × Gradient,70,True,0.6479048202257021,0.47412008281573503,0.5555555555555556
LLaMA-3.2 1B,379,Fisher Scope (k=4),70,True,0.6942349750677981,0.5064182194616977,0.5555555555555556
LLaMA-3.2 1B,379,Integrated Gradients,70,True,0.32047939812789783,0.23643892339544514,0.5555555555555556
LLaMA-3.2 1B,379,Random,70,True,-0.07416673956784184,-0.052587991718426506,0.0
LLaMA-3.2 1B,380,Temperature Scope,59,False,0.8338398597311515,0.6469900642898889,0.3333333333333333
LLaMA-3.2 1B,380,Semantic Scope,59,False,0.8369374634716542,0.6446522501461133,0.3333333333333333
LLaMA-3.2 1B,380,Input × Gradient,59,False,0.860198714202221,0.668030391583869,0.2
LLaMA-3.2 1B,380,Fisher Scope (k=4),59,False,0.8476329631794274,0.6551724137931034,0.2
LLaMA-3.2 1B,380,Integrated Gradients,59,False,0.2986557568673291,0.2144944476914085,0.09090909090909091
LLaMA-3.2 1B,380,Random,59,False,0.11706604324956169,0.08942139099941554,0.09090909090909091
LLaMA-3.2 1B,381,Temperature Scope,96,True,0.47029300054259354,0.33070175438596483,0.5384615384615384
LLaMA-3.2 1B,381,Semantic Scope,96,True,0.47906945198046663,0.33815789473684205,0.42857142857142855
LLaMA-3.2 1B,381,Input × Gradient,96,True,0.44146771568095494,0.3166666666666666,0.42857142857142855
LLaMA-3.2 1B,381,Fisher Scope (k=4),96,True,0.4665491047205643,0.33684210526315783,0.5384615384615384
LLaMA-3.2 1B,381,Integrated Gradients,96,True,0.26612859468258276,0.19122807017543855,0.17647058823529413
LLaMA-3.2 1B,381,Random,96,True,0.012086272381985893,0.018421052631578942,0.05263157894736842
LLaMA-3.2 1B,382,Temperature Scope,78,True,0.32803904955803687,0.22477522477522477,0.3333333333333333
LLaMA-3.2 1B,382,Semantic Scope,78,True,0.5211117995928123,0.36996336996337,0.3333333333333333
LLaMA-3.2 1B,382,Input × Gradient,78,True,0.5524475524475524,0.39993339993339994,0.3333333333333333
LLaMA-3.2 1B,382,Fisher Scope (k=4),78,True,0.5535097813578825,0.39194139194139194,0.3333333333333333
LLaMA-3.2 1B,382,Integrated Gradients,78,True,0.21739020473197687,0.14751914751914752,0.3333333333333333
LLaMA-3.2 1B,382,Random,78,True,0.11822354860329543,0.08091908091908091,0.3333333333333333
